method,sample_id,split,dataset,budget,dense_correct,dense_reliant,eligible_interventions,answer_fidelity,intervention_pass,intervention_answer_fidelity,legacy_flip_safe,reference_safe,combined_gold_safe,safety_pattern_64_128_256_432,minimum_observed_safe_budget,monotonic
fastv,visual_counterfact_color_000000,test,visual_counterfact_color,256,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000000,test,visual_counterfact_color,432,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000001,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000001,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000001,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000001,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000003,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000003,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000003,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000003,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000004,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000004,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000004,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000004,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000007,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000007,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000007,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000007,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000008,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000008,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000008,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000008,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000010,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000010,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000010,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000010,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000012,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000012,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000012,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000012,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000013,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000013,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000013,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000013,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000017,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000017,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000017,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000017,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000020,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000020,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000020,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000020,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000022,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000022,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000022,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000022,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000025,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000025,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000025,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000025,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000028,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000028,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000028,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000028,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000030,test,visual_counterfact_color,64,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000030,test,visual_counterfact_color,128,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000030,test,visual_counterfact_color,256,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000030,test,visual_counterfact_color,432,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000031,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000031,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000031,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000031,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000032,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000032,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000032,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000032,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000037,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000037,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000037,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000037,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000039,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000039,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000039,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000039,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000041,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000041,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000041,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000041,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000042,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000042,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000042,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000042,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000044,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000044,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000044,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000044,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000045,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000045,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000045,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000045,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000046,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000046,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000046,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000046,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000050,test,visual_counterfact_color,64,True,True,irrelevant|counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000050,test,visual_counterfact_color,128,True,True,irrelevant|counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000050,test,visual_counterfact_color,256,True,True,irrelevant|counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000050,test,visual_counterfact_color,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000052,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000052,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000052,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000052,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000054,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000054,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000054,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000054,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000057,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000057,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000057,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000057,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000061,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000061,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000061,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000061,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000066,test,visual_counterfact_color,64,True,True,counterfactual,True,False,False,False,False,False,0011,256,True
fastv,visual_counterfact_color_000066,test,visual_counterfact_color,128,True,True,counterfactual,True,False,False,False,False,False,0011,256,True
fastv,visual_counterfact_color_000066,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_color_000066,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_color_000073,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000073,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000073,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000073,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000074,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000074,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000074,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000074,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000075,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000075,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000075,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000075,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000076,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000076,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000076,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000076,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000078,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000078,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000078,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000078,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000080,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000080,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000080,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000080,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000083,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000083,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000083,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000083,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000084,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000084,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000084,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000084,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000085,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000085,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000085,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000085,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000086,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000086,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000086,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000086,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000088,test,visual_counterfact_color,64,True,True,counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_color_000088,test,visual_counterfact_color,128,True,True,counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_color_000088,test,visual_counterfact_color,256,True,True,counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_color_000088,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_color_000091,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000091,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000091,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000091,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000092,test,visual_counterfact_color,64,True,True,gray|irrelevant|counterfactual,True,False,False,False,False,False,0111,128,True
fastv,visual_counterfact_color_000092,test,visual_counterfact_color,128,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_color_000092,test,visual_counterfact_color,256,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_color_000092,test,visual_counterfact_color,432,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_color_000093,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000093,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000093,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000093,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000094,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000094,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000094,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000094,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000096,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000096,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000096,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000096,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000100,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000100,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000100,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000100,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000103,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000103,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000103,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000103,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000105,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000105,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000105,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000105,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000106,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000106,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000106,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000106,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000108,test,visual_counterfact_color,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_color_000108,test,visual_counterfact_color,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_color_000108,test,visual_counterfact_color,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_color_000108,test,visual_counterfact_color,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_color_000110,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000110,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000110,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000110,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000117,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000117,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000117,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000117,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000119,validation,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000119,validation,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000119,validation,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000119,validation,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000121,test,visual_counterfact_color,64,True,True,irrelevant|counterfactual,True,False,False,False,False,False,0111,128,True
fastv,visual_counterfact_color_000121,test,visual_counterfact_color,128,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_color_000121,test,visual_counterfact_color,256,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_color_000121,test,visual_counterfact_color,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_color_000122,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000122,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000122,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000122,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000127,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000127,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000127,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000127,test,visual_counterfact_color,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000128,test,visual_counterfact_color,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000128,test,visual_counterfact_color,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_color_000128,test,visual_counterfact_color,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
